"Gene Region","UCSC Region","nCpG","Sign","medQval","medBetaCoef","medDelta","cpgs","denominator"
"SHANK1 Body","SHANK1 S_Shore","1","+","0.00823411527177288","-0.965451977624564","-0.130962852195048","cg23374892","37"
"CLEC11A TSS200","CLEC11A N_Shore","1","+","0.00975828906922407","-1.13430296464198","0.153566399683602","cg16651537","2"
"PPP1R12C Body","PPP1R12C N_Shelf","1","+","0.00473540403435972","-1.50843295657132","0.165921288298968","cg02474116","9"
"VN1R1 TSS1500","VN1R1 OpenSea","1","-","0.000772261802331284","1.81145285683766","0.2431896182234","cg07840454","2"
"PAK7 TSS200","PAK7 Island","3","+ + +","0.00504875197748601","-1.03489076887812","0.107874468021157","cg25488669;cg12388309;cg25143824","6"
"C20orf199 Body","C20orf199 S_Shore","1","-","0.00655444704767512","0.669951707174883","-0.0409067544661098","cg16704590","29"
"SNORD12B TSS200","SNORD12B S_Shore","1","-","0.00655444704767512","0.669951707174883","-0.0409067544661098","cg16704590","1"
"SNORD12 TSS1500","SNORD12 S_Shore","1","-","0.00655444704767512","0.669951707174883","-0.0409067544661098","cg16704590","4"
"MIR1259 TSS200","MIR1259 S_Shore","1","-","0.00655444704767512","0.669951707174883","-0.0409067544661098","cg16704590","1"
"DOK5 1stExon","DOK5 Island","1","+","0.00953397571238218","-1.15849861376837","0.0910439261876423","cg20107395","2"
"DOK5 5'UTR","DOK5 Island","1","+","0.00953397571238218","-1.15849861376837","0.0910439261876423","cg20107395","2"
"EDN3 TSS200","EDN3 Island","2","+ +","0.002245567473309","-1.26709507571952","0.0939628743009401","cg17146570;cg08318212","6"
"PHACTR3 5'UTR","PHACTR3 Island","1","+","0.00056045584537012","-1.08083325307842","0.0343368620354081","cg20357628","4"
"PHACTR3 1stExon","PHACTR3 Island","1","+","0.00056045584537012","-1.08083325307842","0.0343368620354081","cg20357628","3"
"GMEB2 TSS200","GMEB2 Island","1","-","0.00886191336525515","0.688449795835647","0.0534486346780755","cg25625872","3"
"LIME1 TSS1500","LIME1 N_Shore","1","-","0.00870136108265192","0.695296506653567","-0.0428187012546744","cg14977069","3"
"C21orf96 Body","C21orf96 OpenSea","1","-","0.00197897758359043","0.791944731000478","-0.0923672265619786","cg14641757","1"
"RUNX1 Body","RUNX1 OpenSea","1","-","0.00197897758359043","0.791944731000478","-0.0923672265619786","cg14641757","42"
"KCNJ6 TSS200","KCNJ6 Island","1","+","0.00711944854951817","-1.21053132854595","0.0982892751176572","cg06000883","3"
"BCL2L13 Body","BCL2L13 OpenSea","1","-","0.0084374552371355","1.04049862588156","0.0894276615237444","ch.22.40657F","2"
"ZNF280B 1stExon","ZNF280B Island","1","+","0.00328623147439948","-1.26793203722853","0.0738605569420052","cg02440976","3"
"ZNF280B 5'UTR","ZNF280B Island","1","+","0.00328623147439948","-1.26793203722853","0.0738605569420052","cg02440976","8"
"BCR TSS200","BCR N_Shore","1","+","0.0079548212314048","-0.745359246524937","0.143348629219962","cg03930964","5"
"PLA2G3 5'UTR","PLA2G3 OpenSea","1","+","0.00390346027763102","-1.10842191720825","-0.0367780840068146","cg08457421","1"
"PLA2G3 1stExon","PLA2G3 OpenSea","1","+","0.00390346027763102","-1.10842191720825","-0.0367780840068146","cg08457421","2"
"SYN3 Body","SYN3 N_Shore","1","+","0.00374528516645012","-0.978221316525574","0.0442405348332866","cg22687380","29"
"TIMP3 TSS200","TIMP3 N_Shore","1","+","0.00374528516645012","-0.978221316525574","0.0442405348332866","cg22687380","1"
"EIF3D TSS200","EIF3D Island","1","-","0.00249192171757354","0.554354443015722","0.0682310672572655","cg26819140","6"
"SGSM3 5'UTR","SGSM3 Island","1","-","0.00247959213766113","1.00447508001248","0.0906993970264387","cg14248017","6"
"SGSM3 1stExon","SGSM3 Island","1","-","0.00247959213766113","1.00447508001248","0.0906993970264387","cg14248017","3"
"PPARA Body","PPARA N_Shore","1","-","0.00888460209527379","0.537869813460694","-0.097942938423579","cg14400768","6"
