"Gene Region","UCSC Region","nCpG","Sign","medQval","medBetaCoef","medDelta","cpgs","denominator"
"C7orf70 5'UTR","C7orf70 N_Shelf","1","+","0.00286929495892597","-0.543222725888991","0.085023478439429","cg13493652","4"
"RAC1 TSS1500","RAC1 N_Shore","1","-","0.00604816054288372","0.371777265267869","-0.0147798944688788","cg13226597","4"
"ZDHHC4 TSS1500","ZDHHC4 N_Shore","1","-","0.00833091348770637","0.75542063188981","-0.0410723370539622","cg23697861","2"
"ZDHHC4 TSS200","ZDHHC4 Island","1","-","3.96788156409487e-06","0.880634687960158","0.073493374053231","cg06218066","2"
"ZNF853 Body","ZNF853 N_Shelf","2","- -","0.00346280475661967","0.832112390464276","-0.149652978075589","cg06987246;cg02216951","8"
"GLCCI1 3'UTR","GLCCI1 OpenSea","1","+","0.00744504960266805","-0.457125818950593","0.018096678186241","cg00459445","1"
"NXPH1 TSS1500","NXPH1 Island","2","+ +","0.00308361494504595","-1.06687202104347","0.0654252309822682","cg24785946;cg07462540","3"
"NXPH1 TSS200","NXPH1 Island","2","+ +","0.00172078282381795","-1.02660335518343","0.0660596316041289","cg22339356;cg01354961","4"
"NXPH1 Body","NXPH1 N_Shore","2","+ +","0.00328866270149758","-0.911315493355222","0.0449515728374961","cg08604097;cg07511564","31"
"THSD7A Body","THSD7A OpenSea","1","+","0.00193461576519004","-0.665252540305053","0.118013753334923","cg14200368","14"
"MEOX2 Body","MEOX2 OpenSea","3","+ + +","0.00245582798709416","-1.12369539124459","0.0722374411728453","cg17544952;cg27638126;cg06411724","4"
"MEOX2 TSS200","MEOX2 OpenSea","2","+ +","0.00572689366173475","-0.497858591291706","0.0599282454739888","cg17093212;cg16331920","5"
"MEOX2 TSS1500","MEOX2 OpenSea","1","+","0.00496803360345767","-1.08903327999713","0.130030418644055","cg02908900","6"
"BZW2 Body","BZW2 OpenSea","1","-","0.000702075824113116","0.76863020344242","-0.120587984641283","cg03976645","13"
"TMEM196 TSS1500","TMEM196 Island","3","+ + +","0.0018811881581258","-0.757437827179186","0.0764144262880644","cg11124364;cg25184481;cg19803052","10"
"CASP8 Body","CASP8 OpenSea","3","- + +","0.00313173783077607","-0.650419256844324","0.0493393885554921","cg25073137;cg06825039;cg01582980","7"
"CASP8 5'UTR","CASP8 OpenSea","2","- +","0.0020487475307714","-0.298579912538499","0.0267333318914936","cg25073137;cg01582980","18"
"DNAH11 TSS1500","DNAH11 Island","1","+","0.0003509621028671","-0.780423483524993","-0.0229201659242266","cg06270661","3"
"RAPGEF5 Body","RAPGEF5 OpenSea","1","+","0.00906601533897406","-0.642418784299299","0.0845477743858483","cg12593515","11"
"KLHL7 1stExon","KLHL7 Island","1","-","8.11050781475647e-05","1.48056416147746","0.0383780448446689","cg05358749","1"
"KLHL7 5'UTR","KLHL7 Island","1","-","8.11050781475647e-05","1.48056416147746","0.0383780448446689","cg05358749","8"
"IGF2BP3 Body","IGF2BP3 OpenSea","2","- +","0.00211378949419884","-0.143337303442326","0.0044795816247305","cg18792116;cg01429360","31"
"C7orf46 Body","C7orf46 S_Shore","1","+","0.00171319788007055","-0.736981131415846","0.0597065537396287","cg20396393","8"
"NPY TSS200","NPY Island","2","+ +","0.00480753964396224","-1.20581464968892","0.018501075308334","cg15929698;cg16964348","5"
"DFNA5 5'UTR","DFNA5 Island","1","+","0.00174165761505364","-1.05360871793284","0.127686278594184","cg07320646","15"
"NPVF 3'UTR","NPVF OpenSea","1","-","0.00331169455424569","0.549301861261102","-0.0830013843917041","cg20634226","1"
"NFE2L3 Body","NFE2L3 OpenSea","1","-","0.00108941525154026","0.90566007826452","-0.11665842967575","cg07945582","9"
"HNRNPA2B1 Body","HNRNPA2B1 N_Shelf","1","-","0.00368033286285208","0.585238086865161","-0.0756468726981683","cg19142553","7"
"SNX10 5'UTR","SNX10 S_Shelf","1","-","0.00068649623347816","0.755440795550462","-0.112919570317381","cg26680077","5"
"SNX10 Body","SNX10 OpenSea","1","-","0.00256565966570973","0.867336045535309","-0.0279072653713305","cg02389084","5"
"LOC441204 Body","LOC441204 OpenSea","1","-","0.00923471478412724","0.477215713485974","-0.11513708134221","cg15381259","6"
"SKAP2 5'UTR","SKAP2 Island","2","+ +","0.00441415101561219","-0.861693651575337","0.145480232054178","cg06807960;cg14322681","3"
"SKAP2 1stExon","SKAP2 Island","2","+ +","0.00441415101561219","-0.861693651575337","0.145480232054178","cg06807960;cg14322681","3"
"SKAP2 TSS1500","SKAP2 Island","1","+","0.00983896850553853","-0.857139989223926","0.0756580498549146","cg04521957","4"
"HOXA1 5'UTR","HOXA1 Island","1","+","0.00301205752784356","-1.14097086979811","0.068068372425462","cg00288327","1"
"HOXA1 1stExon","HOXA1 Island","1","+","0.00301205752784356","-1.14097086979811","0.068068372425462","cg00288327","4"
"HOXA1 TSS200","HOXA1 Island","3","+ + +","0.000601425495879914","-1.17727733132503","0.048370174606934","cg04167903;cg06715976;cg02978421","6"
"HOXA2 Body","HOXA2 N_Shelf","1","+","0.00572335049796063","-0.895908630929641","0.145694037534552","cg02803819","6"
"HOXA3 5'UTR","HOXA3 N_Shore","1","+","0.00551822809988757","-0.641277264327147","0.13381910428551","cg00040268","58"
"HOXA4 TSS1500","HOXA4 S_Shore","1","+","0.00249863411687753","-0.811751407477206","0.0976603461796014","cg25967031","15"
"HOXA5 Body","HOXA5 N_Shore","1","+","0.00462254247393129","-0.823300470496365","0.0396262575121233","cg20974609","4"
"HOXA10 1stExon","HOXA10 Island","1","+","0.00028596483520708","-1.25792726456281","0.176110513847879","cg00870179","6"
"HOXA10 5'UTR","HOXA10 Island","1","+","0.00028596483520708","-1.25792726456281","0.176110513847879","cg00870179","4"
"LOC402644 TSS200","LOC402644 OpenSea","1","-","0.000273169646247248","0.812201142706507","-0.0636091058551843","cg25548834","3"
"CREB5 5'UTR","CREB5 OpenSea","7","- + + - - - -","0.00216812038921206","0.521313084459173","-0.0391417646614682","cg23097035;cg11831043;cg22396147;cg02124565;cg27517282;cg11202422;cg14862787","48"
"CREB5 Body","CREB5 OpenSea","6","- - - - - -","0.00351724299492434","0.645627355455689","-0.0844706861532241","cg02124565;cg27517282;cg11202422;cg14862787;cg12552104;cg03226887","47"
"CPVL Body","CPVL OpenSea","1","-","0.00235729846918478","0.752625440164748","-0.0693854870738979","cg00233633","7"
"CHN2 Body","CHN2 S_Shelf","1","-","0.00713260582168037","0.571292134728658","-0.0118364063238021","cg20304988","35"
"ZNRF2 Body","ZNRF2 OpenSea","2","- -","0.00443618633669548","1.18209343434821","-0.130610325277706","cg07568841;cg08549335","10"
"NOD1 Body","NOD1 OpenSea","2","+ +","0.00500360600121404","-0.694039635346064","0.0604108739739559","cg17626372;cg26752613","8"
"NOD1 5'UTR","NOD1 OpenSea","2","+ +","0.00259814529134049","-0.961428479856554","0.142490018788913","cg12999366;cg07277549","11"
"CRHR2 Body","CRHR2 Island","1","+","0.00268223512671355","-0.759345779922339","0.0801061323836545","cg09516959","6"
"FAM188B 3'UTR","FAM188B OpenSea","1","-","0.0031289141374307","0.667357152887592","-0.123907837695429","cg03392965","1"
"GHRHR 3'UTR","GHRHR OpenSea","1","-","0.00258655248651872","0.703162570628316","-0.0986572340335193","cg23510131","1"
"ADCYAP1R1 Body","ADCYAP1R1 OpenSea","2","- -","0.00237706910340821","0.732729825526127","-0.104898089818517","cg25195987;cg01556466","9"
"PDE1C Body","PDE1C N_Shore","1","+","0.00733949965819585","-0.722495857367603","0.00348431652299552","cg19763428","10"
"BMPER TSS200","BMPER Island","1","+","0.00782597840584442","-0.803746548928716","0.125917563711026","cg13973813","2"
"BMPER Body","BMPER OpenSea","1","-","0.00734900734596802","0.608111081933146","-0.0801125991580197","cg11611127","29"
"HERPUD2 5'UTR","HERPUD2 Island","1","-","0.00632456754562586","0.700313623227754","-0.00903357021594031","cg08703595","4"
"ELMO1 TSS200","ELMO1 OpenSea","1","+","0.00757441170675131","-0.434873158688137","-0.0134784217789996","cg13102133","10"
"ELMO1 TSS1500","ELMO1 OpenSea","1","+","0.00757441170675131","-0.434873158688137","-0.0134784217789996","cg13102133","13"
"ELMO1 Body","ELMO1 OpenSea","1","+","0.00757441170675131","-0.434873158688137","-0.0134784217789996","cg13102133","32"
"SFRP4 5'UTR","SFRP4 Island","1","+","0.0015159380505429","-1.02171647047095","-0.0239648235168695","cg25783719","3"
"SFRP4 1stExon","SFRP4 Island","1","+","0.0015159380505429","-1.02171647047095","-0.0239648235168695","cg25783719","6"
"POU6F2 Body","POU6F2 OpenSea","2","+ +","0.00343028710067394","-0.636222490289644","0.0385163883585557","cg17469359;cg11752100","50"
"GLI3 5'UTR","GLI3 N_Shore","1","-","0.00197867934938835","0.853373081264495","-0.0947054766953878","cg16216907","18"
"HECW1 5'UTR","HECW1 OpenSea","1","-","0.00496944404063796","0.480559087828343","-0.0632675971071603","cg18477666","21"
"HECW1 Body","HECW1 OpenSea","1","-","0.00326911825066441","0.586123406851899","-0.0764340413404037","cg10835986","50"
"STK17A Body","STK17A OpenSea","1","-","0.00357015810460919","0.716475277829297","-0.111894541078822","cg17707057","7"
"ZMIZ2 TSS200","ZMIZ2 OpenSea","2","+ +","0.0030845673178947","-0.478866240709978","0.0693881458699342","cg03552937;cg06372887","4"
"ZMIZ2 5'UTR","ZMIZ2 OpenSea","2","+ +","0.0030845673178947","-0.478866240709978","0.0693881458699342","cg03552937;cg06372887","12"
"MYO1G TSS1500","MYO1G OpenSea","2","- -","0.00419708703174823","0.672954550244942","-0.0848111276186481","cg22111043;cg09948419","3"
"CCM2 3'UTR","CCM2 OpenSea","1","+","0.00353392987717028","-0.425055007375354","0.0464218401950068","cg13166781","3"
"CCM2 Body","CCM2 OpenSea","1","+","0.00353392987717028","-0.425055007375354","0.0464218401950068","cg13166781","24"
"IGFBP1 TSS1500","IGFBP1 N_Shore","1","-","0.0058486085664651","0.550265453779078","-0.0907751906254575","cg10326031","3"
"TNS3 Body","TNS3 OpenSea","1","-","0.00203062755313911","0.745579712631036","-0.0835248368177564","cg10158598","37"
"TNS3 5'UTR","TNS3 OpenSea","2","- -","0.00760335118449503","0.648619699747022","-0.093715942877446","cg20258698;cg03155112","35"
"C7orf65 TSS200","C7orf65 OpenSea","1","-","0.00244747587073229","0.595635507900464","-0.119605609956385","cg24941195","5"
"C7orf57 1stExon","C7orf57 Island","1","+","0.000337567250671564","-0.938341783197024","0.0827544976144861","cg05367661","1"
"C7orf57 5'UTR","C7orf57 Island","2","+ +","0.0010011051499137","-1.17811121396489","0.05556779332997","cg05367661;cg00974941","5"
"C7orf57 Body","C7orf57 OpenSea","1","-","0.00388295545842021","0.716355287674925","-0.126750950780943","cg00731958","6"
"VWC2 Body","VWC2 S_Shelf","1","-","0.00228375703340597","0.816482026087224","-0.0851320816941934","cg21769093","13"
"IKZF1 5'UTR","IKZF1 S_Shelf","1","-","0.00283992669538066","0.960212039711915","-0.224700130802363","cg07103517","10"
"IKZF1 Body","IKZF1 N_Shelf","1","-","0.00222135515627212","0.7847826696873","-0.174678255362554","cg18743793","16"
"GRB10 5'UTR","GRB10 OpenSea","1","-","0.00788327163807594","0.668531825174981","-0.0788601589169379","cg26050906","49"
"GRB10 TSS200","GRB10 OpenSea","1","-","0.00788327163807594","0.668531825174981","-0.0788601589169379","cg26050906","2"
"VSTM2A 5'UTR","VSTM2A Island","1","+","0.00368033286285208","-0.780774718906231","-0.0224388643575728","cg02910208","4"
"VSTM2A 1stExon","VSTM2A Island","1","+","0.00368033286285208","-0.780774718906231","-0.0224388643575728","cg02910208","4"
"VSTM2A Body","VSTM2A Island","3","+ + +","0.00368792303251327","-0.871525679113719","0.0858737755664526","cg02866628;cg21773142;cg22295435","13"
"EGFR Body","EGFR S_Shore","2","+ -","0.00552547347319334","0.056997698003047","-0.0099546544442225","cg10002850;cg26213224","52"
"LANCL2 1stExon","LANCL2 Island","1","-","0.00376069617072202","1.4388585761879","-0.0280881692471013","cg02494059","2"
"LANCL2 5'UTR","LANCL2 Island","1","-","0.00376069617072202","1.4388585761879","-0.0280881692471013","cg02494059","1"
"VOPP1 Body","VOPP1 OpenSea","3","- - -","0.000614047766443678","1.08786604440096","-0.119908656893883","cg05170183;cg21959598;cg06889086","31"
"PSPH 3'UTR","PSPH OpenSea","1","-","0.0049681632774801","0.459167356908686","-0.0645764871733822","cg14355888","1"
"SNORA15 TSS1500","SNORA15 OpenSea","1","-","0.00360004460491921","1.12847032106706","0.0312296496393245","cg14995921","2"
"CCT6A Body","CCT6A OpenSea","1","-","0.00360004460491921","1.12847032106706","0.0312296496393245","cg14995921","6"
"AUTS2 1stExon","AUTS2 Island","1","-","0.00482751101097454","0.975448497931214","0.0223276287471896","cg17027195","5"
"AUTS2 5'UTR","AUTS2 Island","1","-","0.00482751101097454","0.975448497931214","0.0223276287471896","cg17027195","2"
"AUTS2 Body","AUTS2 OpenSea","4","- - - -","0.0029932313131401","0.635584621343576","-0.058683335120354","cg08903389;cg10588834;cg24559064;cg18651347","102"
"ELN TSS200","ELN OpenSea","5","+ + + + +","0.00199108194532386","-1.37801952383498","0.114680255498111","cg17314888;cg07482935;cg13566610;cg18011364;cg19478298","3"
"ELN 5'UTR","ELN OpenSea","1","+","0.000543653042949689","-1.32307273848781","0.320171003502365","cg23129573","2"
"ELN 1stExon","ELN OpenSea","2","+ +","0.00340888855941536","-1.04282271360211","0.192595759661188","cg23129573;cg17923358","3"
"GTF2IRD1 TSS1500","GTF2IRD1 N_Shore","1","-","0.00172613542224247","0.739235681345143","-0.0795526653042626","cg07645228","12"
"GTF2IRD1 Body","GTF2IRD1 OpenSea","1","-","0.00680352118279665","0.735766947799398","-0.129624244218335","cg12240237","11"
"SCHIP1 Body","SCHIP1 Island","3","- + +","0.00794756373854296","-0.540541472393263","0.0527780205893843","cg25492241;cg16272084;cg13702357","42"
"POR Body","POR OpenSea","1","+","0.00860082532464999","-0.858367643240764","0.111761386072061","cg18921306","20"
"STYXL1 5'UTR","STYXL1 OpenSea","1","+","0.00313814196564026","-0.585404870110723","0.083413804149355","cg03592824","10"
"SRRM3 Body","SRRM3 Island","1","+","0.00798064825754891","-0.780108018036827","0.167462369811832","cg21686577","35"
"ZP3 Body","ZP3 OpenSea","1","-","0.000125628046774809","0.817927531524694","-0.0926943831652483","cg14051770","2"
"ZP3 1stExon","ZP3 OpenSea","1","-","0.000125628046774809","0.817927531524694","-0.0926943831652483","cg14051770","5"
"CCDC146 Body","CCDC146 OpenSea","1","-","0.000466874553930704","0.690261361569865","-0.0426152967985076","cg23318703","14"
"PION Body","PION OpenSea","1","+","0.00743629176809267","-0.763290093401119","-0.00972917085202885","cg09304968","14"
"PTPN12 5'UTR","PTPN12 S_Shore","1","+","0.00314228899122769","-1.16796270042678","0.215425438868054","cg04776231","7"
"PTPN12 Body","PTPN12 S_Shore","1","+","0.00314228899122769","-1.16796270042678","0.215425438868054","cg04776231","15"
"RSBN1L Body","RSBN1L OpenSea","1","+","0.00455427986686594","-0.46104718416906","0.0424624164026237","cg15697019","3"
"MAGI2 Body","MAGI2 Island","1","+","0.00304295557274319","-0.984975740765974","0.0860292949823234","cg26542254","77"
"GNAI1 Body","GNAI1 OpenSea","1","-","0.0080958993823613","0.443803043956906","0.00766563496331141","cg11464571","8"
"SEMA3A Body","SEMA3A OpenSea","2","- -","0.0074832095617817","0.473143227462905","-0.0510275071440634","cg11493571;cg08708408","20"
"KIAA1324L Body","KIAA1324L OpenSea","1","-","0.00353820259934168","0.580539650315301","-0.09593353971089","cg22719826","18"
"C7orf23 TSS1500","C7orf23 S_Shore","1","+","0.000747470866005108","-0.826274803771288","0.0870637808493095","cg27455578","11"
"ABCB1 Body","ABCB1 N_Shore","2","- -","0.00247309744593126","0.956047142117771","-0.117941348662515","cg19861260;cg25477497","5"
"SRI TSS200","SRI Island","1","-","0.00687001033749526","0.774373259739238","-0.00694071467099511","cg02604407","6"
"SRI Body","SRI Island","1","-","0.00687001033749526","0.774373259739238","-0.00694071467099511","cg02604407","29"
"STEAP2 TSS200","STEAP2 Island","1","+","5.18636533053601e-06","-0.979976463193205","0.114320001135355","cg21700332","8"
"STEAP2 TSS1500","STEAP2 Island","1","+","5.18636533053601e-06","-0.979976463193205","0.114320001135355","cg21700332","13"
"GTPBP10 TSS1500","GTPBP10 N_Shore","1","+","0.00433830190577587","-0.796285165656415","0.172741434722703","cg18582362","4"
"MGC16142 TSS1500","MGC16142 OpenSea","1","+","0.00575231631007928","-0.414841885639736","0.0455435413950458","cg09826857","2"
"GNG11 TSS200","GNG11 OpenSea","2","+ +","0.0060040010395981","-0.671420704897943","0.0954989624286835","cg00536924;cg08236022","4"
"SGCE Body","SGCE Island","1","+","0.00747515214244714","-1.36161345937817","0.0833668960413829","cg16956426","36"
"PEG10 TSS1500","PEG10 Island","3","+ + +","0.00747515214244714","-0.926265835253708","0.0318560440430316","cg16956426;cg23616761;cg17701373","35"
"SGCE 1stExon","SGCE Island","2","+ +","0.00612524467393572","-0.847246038595415","0.018769744060194","cg23616761;cg17701373","7"
"PEG10 3'UTR","PEG10 S_Shelf","1","-","0.00840231890578972","0.585738582679451","-0.123150650312344","cg04198360","9"
"SLC25A13 TSS1500","SLC25A13 S_Shore","1","+","0.00621663811739968","-0.650810322424731","0.064224678914039","cg04823720","3"
"DLX6AS Body","DLX6AS OpenSea","2","+ +","0.00416226505816986","-0.823829172731835","0.0513299911369829","cg02990291;cg01759597","66"
"DLX5 TSS200","DLX5 Island","1","+","0.00132546919520503","-0.779810530069331","0.185026614869091","cg00096922","4"
"TAC1 TSS200","TAC1 Island","3","+ + +","0.000874865161665434","-1.46270325326189","0.0725817286687545","cg02539083;cg23335460;cg11302943","6"
"LMTK2 Body","LMTK2 OpenSea","2","+ -","0.00722104374544715","0.156295717353128","-0.0242909457518128","cg01702815;cg13659700","38"
"LMTK2 3'UTR","LMTK2 S_Shore","1","+","0.00426180814827573","-0.428204442096113","0.00871674607233414","cg02056893","9"
"BRI3 Body","BRI3 S_Shore","1","+","0.00314753308494692","-0.765535281304409","0.132828854631222","cg23245481","9"
"MYH16 TSS1500","MYH16 OpenSea","1","-","0.00962922529592765","0.497360991736066","-0.0831600194950591","cg15807655","3"
"ZNF789 Body","ZNF789 OpenSea","1","+","0.000941602184602024","-0.699922897256888","0.0885229450010397","cg26666828","6"
"ZNF498 Body","ZNF498 OpenSea","2","- -","0.00249669600488855","0.842554882193914","-0.141653919114481","cg07375256;cg18349022","6"
"GATS Body","GATS OpenSea","2","- -","0.00436276288348455","0.754860468663173","-0.13047137425151","cg25225693;cg17830204","19"
"GATS 3'UTR","GATS OpenSea","2","- -","0.00436276288348455","0.754860468663173","-0.13047137425151","cg25225693;cg17830204","9"
"PVRIG 5'UTR","PVRIG OpenSea","1","-","0.00516814997827036","0.659116160867478","-0.0948063180614834","cg25225693","2"
"PVRIG 1stExon","PVRIG OpenSea","1","-","0.00516814997827036","0.659116160867478","-0.0948063180614834","cg25225693","1"
"PVRIG 3'UTR","PVRIG OpenSea","1","-","0.00355737578869873","0.850604776458869","-0.166136430441537","cg17830204","1"
"ACTL6B Body","ACTL6B Island","1","+","0.00762811965999363","-1.03451406478982","0.19851366582949","cg24471254","6"
"TRIM56 Body","TRIM56 Island","1","+","0.00551899664516996","-0.380613154347683","0.0156760495538357","cg10272433","6"
"SERPINE1 TSS1500","SERPINE1 OpenSea","1","-","0.000104889940351664","1.55169339987189","0.0494595712767736","cg08053846","5"
"ZNHIT1 TSS1500","ZNHIT1 N_Shore","1","+","0.00496166071551417","-0.446652547988339","0.0679338223731121","cg03461678","6"
"PLOD3 Body","PLOD3 N_Shore","1","+","0.00496166071551417","-0.446652547988339","0.0679338223731121","cg03461678","13"
"EMID2 Body","EMID2 OpenSea","1","+","0.00429514534414358","-0.913891488089812","0.0640744382380156","cg17022667","19"
"CUX1 Body","CUX1 N_Shelf","3","+ + +","0.00359328194872357","-0.861897640009025","0.0981282358263356","cg27493411;cg05910443;cg03310939","213"
"SH2B2 Body","SH2B2 Island","1","+","0.000879401211552304","-1.45514266198971","0.0707254493874889","cg01723606","28"
"ORAI2 TSS1500","ORAI2 N_Shore","1","-","0.00526719587626873","0.601295378667394","-0.0818245215236865","cg21253590","4"
"RELN Body","RELN Island","1","+","0.00222535713708239","-0.731402157640935","0.0633606205808094","cg06226283","12"
"RELN 1stExon","RELN Island","1","+","0.00627412407588104","-0.762572688716418","0.0650205158200102","cg17923358","1"
"RELN TSS200","RELN Island","4","+ + + +","0.00158638835174718","-1.47807185264977","0.105917622211378","cg07482935;cg13566610;cg18011364;cg19478298","4"
"LHFPL3 TSS1500","LHFPL3 N_Shore","1","+","0.00165416495975866","-0.658268319800641","0.043988250699572","cg24277791","2"
"SRPK2 TSS1500","SRPK2 S_Shore","1","+","0.000127572906126076","-1.20581394977885","0.120268344585859","cg14141459","4"
"ATXN7L1 Body","ATXN7L1 OpenSea","2","+ -","0.00619653199951821","-0.0474230803084605","0.0419659028609563","cg21095673;cg15549637","65"
"ATXN7L1 TSS1500","ATXN7L1 Island","1","+","0.000467195437967427","-0.906689193178617","0.132510747359876","cg18664667","7"
"FLJ23834 Body","FLJ23834 S_Shore","1","+","0.00888560330423873","-0.540454056803949","0.0461035355215197","cg19344322","18"
"SLC26A4 TSS1500","SLC26A4 N_Shore","1","-","0.00219856614278368","0.88281631011176","-0.158833834833638","cg07686035","3"
"LOC286002 Body","LOC286002 N_Shore","1","-","0.00219856614278368","0.88281631011176","-0.158833834833638","cg07686035","14"
"LAMB4 Body","LAMB4 OpenSea","1","-","0.00432387399729656","0.75993102549361","-0.0844295105420495","cg10002668","11"
"DOCK4 Body","DOCK4 OpenSea","1","-","0.00202643301682309","0.631954481102623","-0.127467850251229","cg00417197","35"
"ST7OT4 TSS1500","ST7OT4 N_Shore","2","+ +","0.00379165065786605","-0.791048157553218","0.140958512187049","cg14896463;cg10661163","12"
"ST7OT1 Body","ST7OT1 N_Shore","2","+ +","0.00379165065786605","-0.791048157553218","0.140958512187049","cg14896463;cg10661163","18"
"ST7 TSS1500","ST7 N_Shore","2","+ +","0.00379165065786605","-0.791048157553218","0.140958512187049","cg14896463;cg10661163","4"
"WNT2 Body","WNT2 Island","1","+","0.00100623001939918","-0.770907292305018","0.0133079798193511","cg20064455","10"
"FEZF1 Body","FEZF1 Island","1","+","0.00484924663692336","-1.32706759827429","-0.110050603704544","cg16392213","6"
"FEZF1 1stExon","FEZF1 Island","1","+","0.00484924663692336","-1.32706759827429","-0.110050603704544","cg16392213","6"
"CADPS2 Body","CADPS2 OpenSea","2","- -","0.00459895186803712","0.647419930668512","-0.0847042776440486","cg05058313;cg17557464","31"
"CADPS2 TSS1500","CADPS2 S_Shore","1","+","0.0027248397355904","-0.650892930485218","0.0373822020290449","cg07788348","5"
"RBM28 Body","RBM28 OpenSea","1","-","0.00603866245403851","0.814028529861163","-0.157751305914047","cg24107852","6"
"SMO TSS1500","SMO N_Shore","1","+","0.00576253366128496","-0.63341882255423","0.099362330761737","cg04478795","3"
"SMO TSS200","SMO Island","1","-","0.00232632675804049","0.956339849062371","0.0548581290168272","cg00405843","5"
"FAM40B Body","FAM40B S_Shelf","1","-","0.00186816650537677","0.558701721272437","-0.0820828641891792","cg09339017","6"
"TSGA14 Body","TSGA14 OpenSea","1","+","0.000571179915923864","-1.07228976959514","0.159856991694833","cg01539484","8"
"TSGA13 Body","TSGA13 S_Shelf","1","+","0.000692872653301875","-1.20354044885468","0.103459913680513","cg15877425","10"
"FLJ43663 Body","FLJ43663 OpenSea","1","-","0.0076372510509575","0.834041095349129","-0.0465174413747799","cg15928106","36"
"PLXNA4 Body","PLXNA4 OpenSea","2","- -","0.0070604642358015","1.01460318162762","-0.0648137492393501","cg13563119;cg18817158","27"
"CHCHD3 Body","CHCHD3 OpenSea","1","+","0.00948439927856914","-0.481086981536581","0.0415695702089139","cg13476800","16"
"EXOC4 Body","EXOC4 OpenSea","1","+","0.00110181644669979","-0.620067049024266","0.0736137285611368","cg09068953","52"
"AKR1B1 TSS200","AKR1B1 Island","1","+","0.00302405994049261","-1.38970017319389","0.121425740430156","cg02215070","8"
"CALD1 Body","CALD1 OpenSea","1","-","0.00644626785559978","0.571282139779271","-0.0599031860794998","cg27356296","37"
"STRA8 Body","STRA8 S_Shelf","1","-","0.000893755303876274","0.616146702115478","-0.0773704391031079","cg12862977","21"
"CHRM2 TSS1500","CHRM2 N_Shore","1","+","0.00474628847630849","-0.955270667920436","0.0855644609215492","cg05680531","11"
"CHRM2 TSS200","CHRM2 N_Shore","1","+","0.00474628847630849","-0.955270667920436","0.0855644609215492","cg05680531","12"
"CHRM2 5'UTR","CHRM2 Island","1","+","0.00744305061924007","-1.21811974963602","0.206366668134276","cg04842426","38"
"TMEM213 Body","TMEM213 OpenSea","1","+","0.00331675787098536","-0.582935609202976","0.0784301338572635","cg06784539","4"
"ATP6V0A4 TSS200","ATP6V0A4 OpenSea","1","+","0.00331675787098536","-0.582935609202976","0.0784301338572635","cg06784539","2"
"KIAA1549 Body","KIAA1549 OpenSea","1","-","0.00395342367714279","0.675911716480958","-0.132296986191525","cg22417613","40"
"TBXAS1 5'UTR","TBXAS1 OpenSea","1","+","0.00103931311665462","-0.776472113880613","0.107608935934485","cg18317554","15"
"LOC100134229 Body","LOC100134229 S_Shore","1","-","0.00118682394345904","0.526287205662774","0.0212887960652026","cg14070549","5"
"RAB19 TSS200","RAB19 OpenSea","1","-","0.00349196419504772","0.620715459709446","-0.0746797514882858","cg08711067","6"
"EPHA1 Body","EPHA1 OpenSea","1","+","0.00228033062670922","-0.96334721820351","0.133286490880577","cg06556244","5"
"EPHA1 TSS1500","EPHA1 OpenSea","1","-","0.00104369950051533","0.690387674912175","-0.098948918422446","cg26960083","3"
"FAM115A 5'UTR","FAM115A N_Shelf","3","+ + +","0.0019865585656173","-1.1208609928988","0.152470999704876","cg03514404;cg01030534;cg03225210","12"
"CNTNAP2 TSS1500","CNTNAP2 N_Shore","1","+","0.00634713069184898","-0.732865295843494","0.0498603499296078","cg21322436","5"
"EZH2 5'UTR","EZH2 OpenSea","1","-","0.00920982848625707","0.632866244848934","-0.0831317095298791","cg03661164","7"
"PDIA4 3'UTR","PDIA4 OpenSea","1","+","0.00310896184964429","-0.403795789234791","0.0498683949445392","cg25041735","2"
"ZNF783 Body","ZNF783 N_Shore","1","+","0.00833091348770637","-0.623077366615034","-0.0485150955606743","cg21405786","41"
"ZNF777 Body","ZNF777 Island","1","+","0.00651712081172174","-0.474186507215749","0.0204526111642344","cg20325032","9"
"ZNF467 Body","ZNF467 Island","1","+","0.00720826909530361","-0.696462440882128","0.0484103814814558","cg05343480","6"
"ATP6V0E2 TSS200","ATP6V0E2 N_Shore","3","+ + +","0.00327477575951095","-0.788267014252829","0.164080182488946","cg19809988;cg06961439;cg27527018","6"
"LOC401431 Body","LOC401431 N_Shore","3","+ + +","0.00327477575951095","-0.788267014252829","0.164080182488946","cg19809988;cg06961439;cg27527018","17"
"LOC100128542 Body","LOC100128542 OpenSea","2","- +","0.00513407739178807","-0.104600606017518","0.0627337169199813","cg19012958;cg07698196","5"
"FABP1 TSS1500","FABP1 OpenSea","4","- - + +","0.00508426965481508","-0.248133874793484","0.0036502392840145","cg14427243;cg08540215;cg14661400;cg08575696","3"
"ABP1 Body","ABP1 S_Shore","3","- + +","0.00558216213948429","-0.974221487655919","0.115300003219547","cg22874188;cg14661400;cg08575696","6"
"ACCN3 Body","ACCN3 Island","1","+","0.000151879989857973","-0.538345257637048","0.0503828312126904","cg10289177","5"
"AGAP3 Body","AGAP3 S_Shore","1","+","0.000742786456674622","-1.1401009933616","0.132989492784399","cg21887193","47"
