Platform Type,Center,Platform,Level,Sample,Barcode,File Name
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3KC-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-A2-A3KC-01A-11D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3KD-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-A2-A3KD-01A-12D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A3IZ-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-A7-A3IZ-01A-11D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A3J0-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-A7-A3J0-01A-11D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A3J1-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-A7-A3J1-01A-11D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A23G-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-AC-A23G-01A-11D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3HN-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-AC-A3HN-01A-11D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-C8-A3M8-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-C8-A3M8-01A-11D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E2-A3DX-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-E2-A3DX-01A-21D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E9-A3HO-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-2.TCGA-E9-A3HO-01A-11D-A212-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A2KD-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-A7-A2KD-01A-31D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A3IY-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-A7-A3IY-01A-21D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A2BK-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-AC-A2BK-01A-11D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A2BM-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-AC-A2BM-01A-11D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3OD-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-AC-A3OD-01A-11D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3OD-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-AC-A3OD-01B-06D-A22R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-B6-A0I1-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-B6-A0I1-01A-11D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-C8-A3M7-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-C8-A3M7-01A-12D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E9-A3Q9-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-E9-A3Q9-01A-11D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-EW-A1PC-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-EW-A1PC-01B-11D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-EW-A2FR-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-EW-A2FR-01A-11D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-GI-A2C9-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-GI-A2C9-01A-11D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-GM-A3NY-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-2.TCGA-GM-A3NY-01A-11D-A21R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A0CK-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-A2-A0CK-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A0CO-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-A2-A0CO-01A-13D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A0CR-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-A2-A0CR-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A13H-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-A7-A13H-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A3RF-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-A7-A3RF-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3EH-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-AC-A3EH-01A-22D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3QQ-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-AC-A3QQ-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3TM-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-AC-A3TM-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3TN-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-AC-A3TN-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3W5-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-AC-A3W5-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3W6-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-AC-A3W6-01A-12D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3W7-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-AC-A3W7-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AR-A1AM-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-AR-A1AM-01A-41D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-BH-A28O-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-BH-A28O-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E2-A14U-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-E2-A14U-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E9-A3QA-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-E9-A3QA-01A-61D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-EW-A3U0-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-EW-A3U0-01A-11D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-GM-A3NW-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-2.TCGA-GM-A3NW-01A-21D-A22B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A0EP-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-A2-A0EP-01A-52D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3XS-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-A2-A3XS-01A-11D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3XT-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-A2-A3XT-01A-11D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3XU-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-A2-A3XU-01A-12D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3QP-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-AC-A3QP-01A-11D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3YJ-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-AC-A3YJ-01A-11D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E9-A3X8-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-E9-A3X8-01A-31D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-GM-A3XL-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-GM-A3XL-01A-11D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-GM-A3XN-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-GM-A3XN-01A-12D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-JL-A3YX-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-2.TCGA-JL-A3YX-01A-11D-A230-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3XV-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-A2-A3XV-01A-21D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3XW-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-A2-A3XW-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3XX-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-A2-A3XX-01A-21D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3XY-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-A2-A3XY-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3XZ-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-A2-A3XZ-01A-42D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A3Y0-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-A2-A3Y0-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A3YI-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-AC-A3YI-01A-21D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-B6-A3ZX-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-B6-A3ZX-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-B6-A400-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-B6-A400-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-B6-A401-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-B6-A401-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-B6-A402-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-B6-A402-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-B6-A40B-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-B6-A40B-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-B6-A40C-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-B6-A40C-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-D8-A3Z6-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-D8-A3Z6-01A-11D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-JL-A3YW-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-2.TCGA-JL-A3YW-01A-12D-A23D-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A425-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-A7-A425-01A-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A426-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-A7-A426-01A-22D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-B6-A408-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-B6-A408-01A-12D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-B6-A409-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-B6-A409-01A-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-BH-A42T-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-BH-A42T-01A-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-BH-A42U-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-BH-A42U-01A-12D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-BH-A42V-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-BH-A42V-01A-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-D8-A3Z5-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-D8-A3Z5-01A-41D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-EW-A3E8-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-EW-A3E8-01B-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-EW-A423-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-EW-A423-01A-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-EW-A424-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-EW-A424-01A-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-GM-A3XG-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-GM-A3XG-01A-31D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-LL-A440-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-LL-A440-01A-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-LL-A441-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-LL-A441-01A-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-LL-A442-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-2.TCGA-LL-A442-01A-11D-A244-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A4RW-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A2-A4RW-01A-21D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A4RX-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A2-A4RX-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A4RY-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A2-A4RY-01A-31D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A4S0-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A2-A4S0-01A-21D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A4S1-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A2-A4S1-01A-21D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A4S2-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A2-A4S2-01A-12D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A2-A4S3-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A2-A4S3-01A-21D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A4SA-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A7-A4SA-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A4SB-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A7-A4SB-01A-21D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A4SC-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A7-A4SC-01A-12D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A4SD-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A7-A4SD-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A4SE-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A7-A4SE-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A4SF-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-A7-A4SF-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AQ-A54N-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-AQ-A54N-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AQ-A54O-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-AQ-A54O-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-D8-A4Z1-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-D8-A4Z1-01A-21D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E9-A54X-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-E9-A54X-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E9-A54Y-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-E9-A54Y-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-GM-A4E0-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-GM-A4E0-01A-12D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-LL-A50Y-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-LL-A50Y-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-LQ-A4E4-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-LQ-A4E4-01A-11D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-MS-A51U-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.27.lvl-2.TCGA-MS-A51U-01A-31D-A268-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A5ZV-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-A7-A5ZV-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A5EH-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-AC-A5EH-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A5XU-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-AC-A5XU-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AR-A5QN-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-AR-A5QN-01A-12D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AR-A5QP-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-AR-A5QP-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AR-A5QQ-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-AR-A5QQ-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E9-A5UO-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-E9-A5UO-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-E9-A5UP-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-E9-A5UP-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-GM-A5PV-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-GM-A5PV-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-GM-A5PX-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-GM-A5PX-01A-12D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-LL-A5YM-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-LL-A5YM-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-LL-A5YN-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-LL-A5YN-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-LL-A5YO-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-LL-A5YO-01A-21D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-LL-A5YP-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-LL-A5YP-01A-21D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-OL-A5RU-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-OL-A5RU-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-OL-A5RV-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-OL-A5RV-01A-12D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-OL-A5RW-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-OL-A5RW-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-OL-A5RX-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-OL-A5RX-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-OL-A5RY-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-OL-A5RY-01A-21D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-OL-A5RZ-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-OL-A5RZ-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-OL-A5S0-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-2.TCGA-OL-A5S0-01A-11D-A28C-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A5ZW-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.29.lvl-2.TCGA-A7-A5ZW-01A-12D-A29O-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-A7-A5ZX-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.29.lvl-2.TCGA-A7-A5ZX-01A-12D-A29O-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A5XS-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.29.lvl-2.TCGA-AC-A5XS-01A-11D-A29O-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A62X-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.29.lvl-2.TCGA-AC-A62X-01A-11D-A29O-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,2,TCGA-AC-A62Y-01,selected_barcodes,jhu-usc.edu_BRCA.HumanMethylation450.29.lvl-2.TCGA-AC-A62Y-01A-11D-A29O-05.txt
